id,values,area,breakdown,year,data_title
1198816721190,1.57,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
1198816721200,1.07,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
1198816721210,1.14,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
1198816731190,11.47,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
1198816731200,12.04,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
1198816731210,10.91,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
1198816741190,34.46,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
1198816741200,34.6,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
1198816741210,31.39,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
2198816721190,0.75,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
2198816721200,0.57,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
2198816721210,0.63,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
2198816731190,7.54,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
2198816731200,7.96,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
2198816731210,7.02,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
2198816741190,28.68,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
2198816741200,26.11,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
2198816741210,25.21,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
3198816721190,0.71,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
3198816721200,0.49,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
3198816721210,0.48,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
3198816731190,6.05,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
3198816731200,6.36,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
3198816731210,5.52,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
3198816741190,23.01,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
3198816741200,21.14,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
3198816741210,20.23,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
4198816721190,0.57,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
4198816721200,0.48,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
4198816721210,0.41,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
4198816731190,4.83,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
4198816731200,5.32,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
4198816731210,5.26,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
4198816741190,20.21,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
4198816741200,17.93,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
4198816741210,17.67,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
5198816721190,0.38,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
5198816721200,0.35,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
5198816721210,0.44,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
5198816731190,3.47,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
5198816731200,3.43,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
5198816731210,4.2,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
5198816741190,12.76,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
5198816741200,12.03,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
5198816741210,12.43,,,,Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran
