id,values,gender,year,data_title
1134201150,85.46,Perkotaan,2015,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
1134201160,88.14,Perkotaan,2016,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
1134201170,89.06,Perkotaan,2017,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
1134201180,86.64,Perkotaan,2018,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
1134201190,88.88,Perkotaan,2019,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
1134201200,88.17,Perkotaan,2020,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
1134201210,88.73,Perkotaan,2021,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
2134201150,70.23,Perdesaan,2015,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
2134201160,73.24,Perdesaan,2016,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
2134201170,75.97,Perdesaan,2017,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
2134201180,73.57,Perdesaan,2018,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
2134201190,77.72,Perdesaan,2019,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
2134201200,79.91,Perdesaan,2020,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
2134201210,80.57,Perdesaan,2021,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
3134201200,84.53,Perkotaan + Perdesaan,2020,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
3134201210,85.23,Perkotaan + Perdesaan,2021,Angka Partisipasi Kasar (APK) SMA/SMK/MA/ Sederajat Menurut Daerah Tempat Tinggal
