id,values,area,breakdown,year,data_title
1198116721150,94.62,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116721160,95.59,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116721170,97.2,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116721180,96.34,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116721190,97.01,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116721200,96.89,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116721210,98.27,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116731150,85.33,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116731160,89.26,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116731170,89.21,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116731180,89.2,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116731190,88.61,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116731200,90.82,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116731210,91.38,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116741150,64.27,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116741160,68.1,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116741170,66.7,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116741180,71.56,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116741190,65.89,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116741200,72.43,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
1198116741210,74.17,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116721150,88.47,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116721160,92.22,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116721170,93.17,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116721180,92.8,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116721190,93.68,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116721200,94.95,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116721210,96.25,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116731150,72.26,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116731160,77.65,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116731170,79.68,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116731180,79.78,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116731190,80.8,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116731200,84.04,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116731210,85.47,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116741150,36.87,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116741160,43.67,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116741170,45.79,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116741180,47.83,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116741190,47.25,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116741200,51.76,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
2198116741210,53.85,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116721150,91.44,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116721160,93.88,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116721170,95.25,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116721180,94.68,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116721190,95.48,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116721200,96.0,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116721210,97.37,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116731150,79.05,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116731160,83.76,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116731170,84.74,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116731180,84.96,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116731190,85.23,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116731200,87.89,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116731210,88.88,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116741150,52.04,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116741160,57.47,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116741170,57.71,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116741180,61.84,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116741190,58.33,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116741200,63.95,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
3198116741210,65.94,,,,Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah
