id,values,gender,year,data_title
1144501110,25.5,Perkotaan,2011,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501120,26.08,Perkotaan,2012,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501130,29.88,Perkotaan,2013,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501140,32.73,Perkotaan,2014,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501150,35.23,Perkotaan,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501160,36.77,Perkotaan,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501170,39.86,Perkotaan,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501180,40.39,Perkotaan,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501190,39.75,Perkotaan,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501200,38.58,Perkotaan,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
1144501210,38.82,Perkotaan,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501110,9.31,Perdesaan,2011,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501120,10.38,Perdesaan,2012,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501130,14.72,Perdesaan,2013,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501140,17.12,Perdesaan,2014,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501150,13.02,Perdesaan,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501160,16.78,Perdesaan,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501170,16.99,Perdesaan,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501180,15.97,Perdesaan,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501190,16.54,Perdesaan,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501200,19.77,Perdesaan,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
2144501210,19.85,Perdesaan,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
3144501200,30.85,Perkotaan + Perdesaan,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
3144501210,31.19,Perkotaan + Perdesaan,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Daerah Tempat Tinggal
