id,values,breakdown,year,data_title
1200019221180,40.78,Terbawah  ,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
1200019231180,0.81,Terbawah  ,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
2200019221180,44.53,Menengah bawah,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
2200019231180,0.97,Menengah bawah,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
3200019221180,47.44,Menengah ,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
3200019231180,1.6,Menengah ,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
4200019221180,50.0,Menengah atas ,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
4200019231180,2.42,Menengah atas ,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
5200019221180,59.41,Teratas,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
5200019231180,5.06,Teratas,,"Tingkat partisipasi remaja dan dewasa dalam pendidikan dan pelatihan formal dan non formal dalam 12 bulan terakhir, menurut Kelompok Pengeluaran"
