id,values,gender,year,data_title
1142701150,90.22,Laki - Laki,2015,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
1142701160,88.91,Laki - Laki,2016,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
1142701170,89.37,Laki - Laki,2017,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
1142701180,90.82,Laki - Laki,2018,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
1142701190,90.64,Laki - Laki,2019,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
1142701200,92.46,Laki - Laki,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
1142701210,93.27,Laki - Laki,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
2142701150,92.15,Perempuan,2015,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
2142701160,91.38,Perempuan,2016,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
2142701170,91.14,Perempuan,2017,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
2142701180,92.25,Perempuan,2018,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
2142701190,90.5,Perempuan,2019,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
2142701200,91.62,Perempuan,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
2142701210,92.3,Perempuan,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Jenis Kelamin
