id,values,variabel,tahun,data_title
163801090,91.21,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801100,84.55,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801110,91.21,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801120,80.0,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801130,85.76,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801140,80.0,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801150,86.76,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801160,82.35,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801170,77.57,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801180,82.35,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801190,77.21,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
163801200,86.76,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berkumpul dan berserikat,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801090,93.03,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801100,89.85,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801110,95.15,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801120,82.27,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801130,88.18,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801140,95.0,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801150,85.85,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801160,85.85,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801170,90.26,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801180,82.35,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801190,83.82,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
263801200,86.95,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berkumpul dan berserikat,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801090,83.43,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801100,73.03,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801110,68.38,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801120,65.45,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801130,73.54,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801140,68.89,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2014,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801150,65.32,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2015,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801160,76.47,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2016,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801170,68.87,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2017,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801180,70.22,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2018,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801190,65.69,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2019,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
363801200,58.82,Ancaman/penggunaan kekerasan oleh aparat pemerintah yang menghambat kebebasan berpendapat,2020,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801090,86.67,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2009,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801100,56.97,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2010,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801110,47.88,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2011,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801120,43.94,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2012,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
463801130,47.27,Ancaman/penggunaan kekerasan oleh masyarakat yang menghambat kebebasan berpendapat,2013,Indeks Demokrasi Indonesia (IDI) Menurut Indikator
