id,values,kuantil,tahun,data_title
129901000,108,ACEH,2000,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901010,84,ACEH,2001,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901020,19,ACEH,2002,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901030,66,ACEH,2003,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901040,45,ACEH,2004,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901050,53,ACEH,2005,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901060,22,ACEH,2006,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901070,69,ACEH,2007,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901080,33,ACEH,2008,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901090,141,ACEH,2009,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901100,225,ACEH,2010,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901110,222,ACEH,2011,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901120,224,ACEH,2012,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901130,181,ACEH,2013,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901140,158,ACEH,2014,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901150,164,ACEH,2015,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901160,193,ACEH,2016,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901170,171,ACEH,2017,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901180,169,ACEH,2018,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901190,144,ACEH,2019,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901200,149,ACEH,2020,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
129901210,125,ACEH,2021,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901000,144,SUMATERA UTARA,2000,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901010,137,SUMATERA UTARA,2001,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901020,134,SUMATERA UTARA,2002,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901030,154,SUMATERA UTARA,2003,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901040,183,SUMATERA UTARA,2004,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901050,220,SUMATERA UTARA,2005,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901060,225,SUMATERA UTARA,2006,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901070,232,SUMATERA UTARA,2007,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901080,209,SUMATERA UTARA,2008,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901090,212,SUMATERA UTARA,2009,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901100,251,SUMATERA UTARA,2010,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901110,285,SUMATERA UTARA,2011,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901120,252,SUMATERA UTARA,2012,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901130,308,SUMATERA UTARA,2013,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901140,268,SUMATERA UTARA,2014,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901150,256,SUMATERA UTARA,2015,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901160,266,SUMATERA UTARA,2016,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901170,280,SUMATERA UTARA,2017,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901180,231,SUMATERA UTARA,2018,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901190,216,SUMATERA UTARA,2019,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901200,231,SUMATERA UTARA,2020,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
229901210,250,SUMATERA UTARA,2021,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901000,104,SUMATERA BARAT,2000,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901010,112,SUMATERA BARAT,2001,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901020,111,SUMATERA BARAT,2002,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901030,132,SUMATERA BARAT,2003,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901040,122,SUMATERA BARAT,2004,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901050,163,SUMATERA BARAT,2005,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901060,214,SUMATERA BARAT,2006,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901070,204,SUMATERA BARAT,2007,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901080,231,SUMATERA BARAT,2008,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901090,253,SUMATERA BARAT,2009,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901100,239,SUMATERA BARAT,2010,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901110,258,SUMATERA BARAT,2011,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901120,297,SUMATERA BARAT,2012,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901130,289,SUMATERA BARAT,2013,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901140,298,SUMATERA BARAT,2014,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901150,317,SUMATERA BARAT,2015,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901160,287,SUMATERA BARAT,2016,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901170,248,SUMATERA BARAT,2017,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901180,243,SUMATERA BARAT,2018,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901190,208,SUMATERA BARAT,2019,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901200,150,SUMATERA BARAT,2020,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
329901210,103,SUMATERA BARAT,2021,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901000,100,RIAU,2000,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901010,115,RIAU,2001,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901020,120,RIAU,2002,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901030,146,RIAU,2003,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901040,149,RIAU,2004,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901050,193,RIAU,2005,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901060,136,RIAU,2006,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901070,212,RIAU,2007,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901080,167,RIAU,2008,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901090,187,RIAU,2009,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901100,158,RIAU,2010,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901110,130,RIAU,2011,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901120,195,RIAU,2012,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901130,159,RIAU,2013,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901140,157,RIAU,2014,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901150,155,RIAU,2015,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901160,134,RIAU,2016,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901170,103,RIAU,2017,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901180,109,RIAU,2018,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901190,99,RIAU,2019,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901200,123,RIAU,2020,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
429901210,110,RIAU,2021,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901000,66,JAMBI,2000,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901010,58,JAMBI,2001,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901020,60,JAMBI,2002,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901030,68,JAMBI,2003,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901040,75,JAMBI,2004,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901050,84,JAMBI,2005,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901060,74,JAMBI,2006,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901070,91,JAMBI,2007,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901080,99,JAMBI,2008,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901090,89,JAMBI,2009,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901100,123,JAMBI,2010,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901110,153,JAMBI,2011,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901120,209,JAMBI,2012,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901130,201,JAMBI,2013,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901140,230,JAMBI,2014,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901150,316,JAMBI,2015,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901160,277,JAMBI,2016,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901170,271,JAMBI,2017,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901180,180,JAMBI,2018,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901190,195,JAMBI,2019,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901200,134,JAMBI,2020,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
529901210,104,JAMBI,2021,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
629901000,142,SUMATERA SELATAN,2000,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
629901010,131,SUMATERA SELATAN,2001,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
629901020,136,SUMATERA SELATAN,2002,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
629901030,95,SUMATERA SELATAN,2003,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
629901040,107,SUMATERA SELATAN,2004,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
629901050,125,SUMATERA SELATAN,2005,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
629901060,123,SUMATERA SELATAN,2006,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
629901070,147,SUMATERA SELATAN,2007,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) 
