id,values,dimensi,tahun,label,data_title
110041501100,8.28,ACEH,2010,,[Metode Baru] Rata-rata Lama Sekolah
110041501110,8.32,ACEH,2011,,[Metode Baru] Rata-rata Lama Sekolah
110041501120,8.36,ACEH,2012,,[Metode Baru] Rata-rata Lama Sekolah
110041501130,8.44,ACEH,2013,,[Metode Baru] Rata-rata Lama Sekolah
110041501140,8.71,ACEH,2014,,[Metode Baru] Rata-rata Lama Sekolah
110041501150,8.77,ACEH,2015,,[Metode Baru] Rata-rata Lama Sekolah
110041501160,8.86,ACEH,2016,,[Metode Baru] Rata-rata Lama Sekolah
110041501170,8.98,ACEH,2017,,[Metode Baru] Rata-rata Lama Sekolah
110041501180,9.09,ACEH,2018,,[Metode Baru] Rata-rata Lama Sekolah
110041501190,9.18,ACEH,2019,,[Metode Baru] Rata-rata Lama Sekolah
110041501200,9.33,ACEH,2020,,[Metode Baru] Rata-rata Lama Sekolah
110041501210,9.37,ACEH,2021,,[Metode Baru] Rata-rata Lama Sekolah
110041501220,9.44,ACEH,2022,,[Metode Baru] Rata-rata Lama Sekolah
110141501100,8.17,Simeulue,2010,,[Metode Baru] Rata-rata Lama Sekolah
110141501110,8.26,Simeulue,2011,,[Metode Baru] Rata-rata Lama Sekolah
110141501120,8.34,Simeulue,2012,,[Metode Baru] Rata-rata Lama Sekolah
110141501130,8.55,Simeulue,2013,,[Metode Baru] Rata-rata Lama Sekolah
110141501140,8.89,Simeulue,2014,,[Metode Baru] Rata-rata Lama Sekolah
110141501150,8.9,Simeulue,2015,,[Metode Baru] Rata-rata Lama Sekolah
110141501160,8.91,Simeulue,2016,,[Metode Baru] Rata-rata Lama Sekolah
110141501170,9.06,Simeulue,2017,,[Metode Baru] Rata-rata Lama Sekolah
110141501180,9.07,Simeulue,2018,,[Metode Baru] Rata-rata Lama Sekolah
110141501190,9.08,Simeulue,2019,,[Metode Baru] Rata-rata Lama Sekolah
110141501200,9.34,Simeulue,2020,,[Metode Baru] Rata-rata Lama Sekolah
110141501210,9.48,Simeulue,2021,,[Metode Baru] Rata-rata Lama Sekolah
110141501220,9.73,Simeulue,2022,,[Metode Baru] Rata-rata Lama Sekolah
110241501100,6.65,Aceh Singkil,2010,,[Metode Baru] Rata-rata Lama Sekolah
110241501110,6.86,Aceh Singkil,2011,,[Metode Baru] Rata-rata Lama Sekolah
110241501120,7.16,Aceh Singkil,2012,,[Metode Baru] Rata-rata Lama Sekolah
110241501130,7.33,Aceh Singkil,2013,,[Metode Baru] Rata-rata Lama Sekolah
110241501140,7.48,Aceh Singkil,2014,,[Metode Baru] Rata-rata Lama Sekolah
110241501150,7.5,Aceh Singkil,2015,,[Metode Baru] Rata-rata Lama Sekolah
110241501160,7.69,Aceh Singkil,2016,,[Metode Baru] Rata-rata Lama Sekolah
110241501170,7.84,Aceh Singkil,2017,,[Metode Baru] Rata-rata Lama Sekolah
110241501180,8.05,Aceh Singkil,2018,,[Metode Baru] Rata-rata Lama Sekolah
110241501190,8.52,Aceh Singkil,2019,,[Metode Baru] Rata-rata Lama Sekolah
110241501200,8.53,Aceh Singkil,2020,,[Metode Baru] Rata-rata Lama Sekolah
110241501210,8.68,Aceh Singkil,2021,,[Metode Baru] Rata-rata Lama Sekolah
110241501220,8.69,Aceh Singkil,2022,,[Metode Baru] Rata-rata Lama Sekolah
110341501100,7.5,Aceh Selatan,2010,,[Metode Baru] Rata-rata Lama Sekolah
110341501110,7.53,Aceh Selatan,2011,,[Metode Baru] Rata-rata Lama Sekolah
110341501120,7.56,Aceh Selatan,2012,,[Metode Baru] Rata-rata Lama Sekolah
110341501130,7.59,Aceh Selatan,2013,,[Metode Baru] Rata-rata Lama Sekolah
110341501140,7.6,Aceh Selatan,2014,,[Metode Baru] Rata-rata Lama Sekolah
110341501150,7.79,Aceh Selatan,2015,,[Metode Baru] Rata-rata Lama Sekolah
110341501160,8.02,Aceh Selatan,2016,,[Metode Baru] Rata-rata Lama Sekolah
110341501170,8.33,Aceh Selatan,2017,,[Metode Baru] Rata-rata Lama Sekolah
110341501180,8.38,Aceh Selatan,2018,,[Metode Baru] Rata-rata Lama Sekolah
110341501190,8.59,Aceh Selatan,2019,,[Metode Baru] Rata-rata Lama Sekolah
110341501200,8.87,Aceh Selatan,2020,,[Metode Baru] Rata-rata Lama Sekolah
110341501210,8.88,Aceh Selatan,2021,,[Metode Baru] Rata-rata Lama Sekolah
110341501220,8.89,Aceh Selatan,2022,,[Metode Baru] Rata-rata Lama Sekolah
110441501100,8.38,Aceh Tenggara,2010,,[Metode Baru] Rata-rata Lama Sekolah
110441501110,8.45,Aceh Tenggara,2011,,[Metode Baru] Rata-rata Lama Sekolah
110441501120,8.57,Aceh Tenggara,2012,,[Metode Baru] Rata-rata Lama Sekolah
110441501130,8.58,Aceh Tenggara,2013,,[Metode Baru] Rata-rata Lama Sekolah
110441501140,8.77,Aceh Tenggara,2014,,[Metode Baru] Rata-rata Lama Sekolah
110441501150,9.32,Aceh Tenggara,2015,,[Metode Baru] Rata-rata Lama Sekolah
110441501160,9.33,Aceh Tenggara,2016,,[Metode Baru] Rata-rata Lama Sekolah
110441501170,9.63,Aceh Tenggara,2017,,[Metode Baru] Rata-rata Lama Sekolah
110441501180,9.64,Aceh Tenggara,2018,,[Metode Baru] Rata-rata Lama Sekolah
110441501190,9.65,Aceh Tenggara,2019,,[Metode Baru] Rata-rata Lama Sekolah
110441501200,9.66,Aceh Tenggara,2020,,[Metode Baru] Rata-rata Lama Sekolah
110441501210,9.67,Aceh Tenggara,2021,,[Metode Baru] Rata-rata Lama Sekolah
110441501220,9.92,Aceh Tenggara,2022,,[Metode Baru] Rata-rata Lama Sekolah
110541501100,7.04,Aceh Timur,2010,,[Metode Baru] Rata-rata Lama Sekolah
110541501110,7.09,Aceh Timur,2011,,[Metode Baru] Rata-rata Lama Sekolah
