id,values,dimensi,tahun,label,data_title
110041801100,10,ACEH,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
110041801110,10,ACEH,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
110041801120,10,ACEH,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
110041801130,11,ACEH,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
110041801140,11,ACEH,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
110041801170,11,ACEH,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
110041801180,11,ACEH,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
110041801190,11,ACEH,2019,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
110041801200,11,ACEH,2020,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
120041801100,11,SUMATERA UTARA,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
120041801110,11,SUMATERA UTARA,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
120041801120,11,SUMATERA UTARA,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
120041801130,10,SUMATERA UTARA,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
120041801140,10,SUMATERA UTARA,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
120041801170,12,SUMATERA UTARA,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
120041801180,12,SUMATERA UTARA,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
120041801190,12,SUMATERA UTARA,2019,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
120041801200,14,SUMATERA UTARA,2020,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
130041801100,9,SUMATERA BARAT,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
130041801110,9,SUMATERA BARAT,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
130041801120,9,SUMATERA BARAT,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
130041801130,9,SUMATERA BARAT,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
130041801140,9,SUMATERA BARAT,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
130041801170,9,SUMATERA BARAT,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
130041801180,9,SUMATERA BARAT,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
130041801190,9,SUMATERA BARAT,2019,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
130041801200,9,SUMATERA BARAT,2020,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
140041801100,6,RIAU,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
140041801110,6,RIAU,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
140041801120,6,RIAU,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
140041801130,6,RIAU,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
140041801140,6,RIAU,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
140041801170,6,RIAU,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
140041801180,6,RIAU,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
140041801190,6,RIAU,2019,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
140041801200,7,RIAU,2020,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
150041801100,18,JAMBI,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
150041801110,18,JAMBI,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
150041801120,17,JAMBI,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
150041801130,17,JAMBI,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
150041801140,17,JAMBI,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
150041801170,16,JAMBI,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
150041801180,17,JAMBI,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
150041801190,17,JAMBI,2019,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
150041801200,19,JAMBI,2020,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
160041801100,22,SUMATERA SELATAN,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
160041801110,22,SUMATERA SELATAN,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
160041801120,22,SUMATERA SELATAN,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
160041801130,23,SUMATERA SELATAN,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
160041801140,23,SUMATERA SELATAN,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
160041801170,23,SUMATERA SELATAN,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
160041801180,23,SUMATERA SELATAN,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
160041801190,23,SUMATERA SELATAN,2019,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
160041801200,23,SUMATERA SELATAN,2020,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
170041801100,20,BENGKULU,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
170041801110,20,BENGKULU,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
170041801120,21,BENGKULU,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
170041801130,20,BENGKULU,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
170041801140,20,BENGKULU,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
170041801170,18,BENGKULU,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
170041801180,18,BENGKULU,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
170041801190,18,BENGKULU,2019,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
170041801200,18,BENGKULU,2020,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
180041801100,24,LAMPUNG,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
180041801110,25,LAMPUNG,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
180041801120,25,LAMPUNG,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
180041801130,26,LAMPUNG,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
180041801140,26,LAMPUNG,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
180041801170,24,LAMPUNG,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
180041801180,24,LAMPUNG,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
180041801190,24,LAMPUNG,2019,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
180041801200,24,LAMPUNG,2020,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
190041801100,14,KEP. BANGKA BELITUNG,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
190041801110,15,KEP. BANGKA BELITUNG,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
190041801120,14,KEP. BANGKA BELITUNG,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
190041801130,16,KEP. BANGKA BELITUNG,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
190041801140,16,KEP. BANGKA BELITUNG,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
190041801170,16,KEP. BANGKA BELITUNG,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
190041801180,16,KEP. BANGKA BELITUNG,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
190041801190,16,KEP. BANGKA BELITUNG,2019,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
190041801200,16,KEP. BANGKA BELITUNG,2020,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
210041801100,4,KEP. RIAU,2010,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
210041801110,4,KEP. RIAU,2011,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
210041801120,4,KEP. RIAU,2012,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
210041801130,4,KEP. RIAU,2013,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
210041801140,4,KEP. RIAU,2014,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
210041801170,4,KEP. RIAU,2017,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
210041801180,4,KEP. RIAU,2018,,[Metode Baru] Peringkat Indeks Pembangunan Manusia
