id,values,provinsi,tahun,data_title
1145701150,154.75,Kuintil 1,2015,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
1145701160,127.86,Kuintil 1,2016,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
1145701170,121.14,Kuintil 1,2017,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
1145701180,124.65,Kuintil 1,2018,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
1145701190,102.8,Kuintil 1,2019,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
1145701200,89.88,Kuintil 1,2020,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
1145701210,119.45,Kuintil 1,2021,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
1145701220,114.85,Kuintil 1,2022,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
2145701150,134.97,Kuintil 2,2015,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
2145701160,123.7,Kuintil 2,2016,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
2145701170,128.8,Kuintil 2,2017,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
2145701180,124.33,Kuintil 2,2018,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
2145701190,127.1,Kuintil 2,2019,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
2145701200,113.01,Kuintil 2,2020,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
2145701210,126.06,Kuintil 2,2021,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
2145701220,115.09,Kuintil 2,2022,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
3145701150,149.97,Kuintil 3,2015,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
3145701160,130.87,Kuintil 3,2016,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
3145701170,118.41,Kuintil 3,2017,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
3145701180,124.67,Kuintil 3,2018,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
3145701190,128.03,Kuintil 3,2019,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
3145701200,122.31,Kuintil 3,2020,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
3145701210,124.81,Kuintil 3,2021,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
3145701220,124.74,Kuintil 3,2022,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
4145701150,135.24,Kuintil 4,2015,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
4145701160,129.98,Kuintil 4,2016,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
4145701170,130.51,Kuintil 4,2017,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
4145701180,125.92,Kuintil 4,2018,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
4145701190,117.14,Kuintil 4,2019,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
4145701200,118.34,Kuintil 4,2020,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
4145701210,120.59,Kuintil 4,2021,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
4145701220,125.23,Kuintil 4,2022,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
5145701150,106.18,Kuintil 5,2015,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
5145701160,104.67,Kuintil 5,2016,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
5145701170,104.83,Kuintil 5,2017,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
5145701180,103.77,Kuintil 5,2018,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
5145701190,101.42,Kuintil 5,2019,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
5145701200,104.86,Kuintil 5,2020,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
5145701210,105.6,Kuintil 5,2021,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
5145701220,109.71,Kuintil 5,2022,Angka Melek Huruf Penduduk Berumur 15 Tahun Ke Atas Menurut Provinsi
