id,values,area,breakdown,year,data_title
99993035391030,105.8,INDONESIA,SD/MI/Paket A,2003,Angka Partisipasi Kasar ( A P K )
99993035391040,107.13,INDONESIA,SD/MI/Paket A,2004,Angka Partisipasi Kasar ( A P K )
99993035391050,106.63,INDONESIA,SD/MI/Paket A,2005,Angka Partisipasi Kasar ( A P K )
99993035391060,109.96,INDONESIA,SD/MI/Paket A,2006,Angka Partisipasi Kasar ( A P K )
99993035391070,112.19,INDONESIA,SD/MI/Paket A,2007,Angka Partisipasi Kasar ( A P K )
99993035391080,111.12,INDONESIA,SD/MI/Paket A,2008,Angka Partisipasi Kasar ( A P K )
99993035391090,110.42,INDONESIA,SD/MI/Paket A,2009,Angka Partisipasi Kasar ( A P K )
99993035391100,111.68,INDONESIA,SD/MI/Paket A,2010,Angka Partisipasi Kasar ( A P K )
99993035391110,102.57,INDONESIA,SD/MI/Paket A,2011,Angka Partisipasi Kasar ( A P K )
99993035391120,104.33,INDONESIA,SD/MI/Paket A,2012,Angka Partisipasi Kasar ( A P K )
99993035391130,107.71,INDONESIA,SD/MI/Paket A,2013,Angka Partisipasi Kasar ( A P K )
99993035391140,108.87,INDONESIA,SD/MI/Paket A,2014,Angka Partisipasi Kasar ( A P K )
99993035391150,110.5,INDONESIA,SD/MI/Paket A,2015,Angka Partisipasi Kasar ( A P K )
99993035391160,109.31,INDONESIA,SD/MI/Paket A,2016,Angka Partisipasi Kasar ( A P K )
99993035391170,108.5,INDONESIA,SD/MI/Paket A,2017,Angka Partisipasi Kasar ( A P K )
99993035391180,108.61,INDONESIA,SD/MI/Paket A,2018,Angka Partisipasi Kasar ( A P K )
99993035391190,107.46,INDONESIA,SD/MI/Paket A,2019,Angka Partisipasi Kasar ( A P K )
99993035391200,106.32,INDONESIA,SD/MI/Paket A,2020,Angka Partisipasi Kasar ( A P K )
99993035391210,106.2,INDONESIA,SD/MI/Paket A,2021,Angka Partisipasi Kasar ( A P K )
99993035401030,81.1,INDONESIA,SMP/Mts/Paket B,2003,Angka Partisipasi Kasar ( A P K )
99993035401040,82.24,INDONESIA,SMP/Mts/Paket B,2004,Angka Partisipasi Kasar ( A P K )
99993035401050,82.09,INDONESIA,SMP/Mts/Paket B,2005,Angka Partisipasi Kasar ( A P K )
99993035401060,81.87,INDONESIA,SMP/Mts/Paket B,2006,Angka Partisipasi Kasar ( A P K )
99993035401070,86.37,INDONESIA,SMP/Mts/Paket B,2007,Angka Partisipasi Kasar ( A P K )
99993035401080,86.86,INDONESIA,SMP/Mts/Paket B,2008,Angka Partisipasi Kasar ( A P K )
99993035401090,81.25,INDONESIA,SMP/Mts/Paket B,2009,Angka Partisipasi Kasar ( A P K )
99993035401100,80.59,INDONESIA,SMP/Mts/Paket B,2010,Angka Partisipasi Kasar ( A P K )
99993035401110,89.83,INDONESIA,SMP/Mts/Paket B,2011,Angka Partisipasi Kasar ( A P K )
99993035401120,89.49,INDONESIA,SMP/Mts/Paket B,2012,Angka Partisipasi Kasar ( A P K )
99993035401130,85.96,INDONESIA,SMP/Mts/Paket B,2013,Angka Partisipasi Kasar ( A P K )
99993035401140,88.63,INDONESIA,SMP/Mts/Paket B,2014,Angka Partisipasi Kasar ( A P K )
99993035401150,91.17,INDONESIA,SMP/Mts/Paket B,2015,Angka Partisipasi Kasar ( A P K )
99993035401160,90.12,INDONESIA,SMP/Mts/Paket B,2016,Angka Partisipasi Kasar ( A P K )
99993035401170,90.23,INDONESIA,SMP/Mts/Paket B,2017,Angka Partisipasi Kasar ( A P K )
99993035401180,91.52,INDONESIA,SMP/Mts/Paket B,2018,Angka Partisipasi Kasar ( A P K )
99993035401190,90.57,INDONESIA,SMP/Mts/Paket B,2019,Angka Partisipasi Kasar ( A P K )
99993035401200,92.06,INDONESIA,SMP/Mts/Paket B,2020,Angka Partisipasi Kasar ( A P K )
99993035401210,92.8,INDONESIA,SMP/Mts/Paket B,2021,Angka Partisipasi Kasar ( A P K )
99993035411030,50.9,INDONESIA,SM/SMK/MA/Paket C,2003,Angka Partisipasi Kasar ( A P K )
99993035411040,54.38,INDONESIA,SM/SMK/MA/Paket C,2004,Angka Partisipasi Kasar ( A P K )
99993035411050,55.21,INDONESIA,SM/SMK/MA/Paket C,2005,Angka Partisipasi Kasar ( A P K )
99993035411060,56.69,INDONESIA,SM/SMK/MA/Paket C,2006,Angka Partisipasi Kasar ( A P K )
99993035411070,59.46,INDONESIA,SM/SMK/MA/Paket C,2007,Angka Partisipasi Kasar ( A P K )
99993035411080,59.06,INDONESIA,SM/SMK/MA/Paket C,2008,Angka Partisipasi Kasar ( A P K )
99993035411090,62.55,INDONESIA,SM/SMK/MA/Paket C,2009,Angka Partisipasi Kasar ( A P K )
99993035411100,62.85,INDONESIA,SM/SMK/MA/Paket C,2010,Angka Partisipasi Kasar ( A P K )
99993035411110,64.9,INDONESIA,SM/SMK/MA/Paket C,2011,Angka Partisipasi Kasar ( A P K )
99993035411120,68.8,INDONESIA,SM/SMK/MA/Paket C,2012,Angka Partisipasi Kasar ( A P K )
99993035411130,66.61,INDONESIA,SM/SMK/MA/Paket C,2013,Angka Partisipasi Kasar ( A P K )
99993035411140,74.26,INDONESIA,SM/SMK/MA/Paket C,2014,Angka Partisipasi Kasar ( A P K )
99993035411150,78.02,INDONESIA,SM/SMK/MA/Paket C,2015,Angka Partisipasi Kasar ( A P K )
99993035411160,80.89,INDONESIA,SM/SMK/MA/Paket C,2016,Angka Partisipasi Kasar ( A P K )
99993035411170,82.84,INDONESIA,SM/SMK/MA/Paket C,2017,Angka Partisipasi Kasar ( A P K )
99993035411180,80.68,INDONESIA,SM/SMK/MA/Paket C,2018,Angka Partisipasi Kasar ( A P K )
99993035411190,83.98,INDONESIA,SM/SMK/MA/Paket C,2019,Angka Partisipasi Kasar ( A P K )
99993035411200,84.53,INDONESIA,SM/SMK/MA/Paket C,2020,Angka Partisipasi Kasar ( A P K )
99993035411210,85.23,INDONESIA,SM/SMK/MA/Paket C,2021,Angka Partisipasi Kasar ( A P K )
11003035391030,107.6,ACEH,SD/MI/Paket A,2003,Angka Partisipasi Kasar ( A P K )
11003035391040,108.84,ACEH,SD/MI/Paket A,2004,Angka Partisipasi Kasar ( A P K )
11003035391060,113.4,ACEH,SD/MI/Paket A,2006,Angka Partisipasi Kasar ( A P K )
11003035391070,116.36,ACEH,SD/MI/Paket A,2007,Angka Partisipasi Kasar ( A P K )
11003035391080,115.2,ACEH,SD/MI/Paket A,2008,Angka Partisipasi Kasar ( A P K )
11003035391090,111.77,ACEH,SD/MI/Paket A,2009,Angka Partisipasi Kasar ( A P K )
11003035391100,115.06,ACEH,SD/MI/Paket A,2010,Angka Partisipasi Kasar ( A P K )
11003035391110,105.67,ACEH,SD/MI/Paket A,2011,Angka Partisipasi Kasar ( A P K )
11003035391120,108.69,ACEH,SD/MI/Paket A,2012,Angka Partisipasi Kasar ( A P K )
11003035391130,110.71,ACEH,SD/MI/Paket A,2013,Angka Partisipasi Kasar ( A P K )
11003035391140,111.66,ACEH,SD/MI/Paket A,2014,Angka Partisipasi Kasar ( A P K )
11003035391150,113.36,ACEH,SD/MI/Paket A,2015,Angka Partisipasi Kasar ( A P K )
11003035391160,111.26,ACEH,SD/MI/Paket A,2016,Angka Partisipasi Kasar ( A P K )
11003035391170,110.31,ACEH,SD/MI/Paket A,2017,Angka Partisipasi Kasar ( A P K )
11003035391180,113.85,ACEH,SD/MI/Paket A,2018,Angka Partisipasi Kasar ( A P K )
11003035391190,109.93,ACEH,SD/MI/Paket A,2019,Angka Partisipasi Kasar ( A P K )
11003035391200,108.7,ACEH,SD/MI/Paket A,2020,Angka Partisipasi Kasar ( A P K )
11003035391210,108.1,ACEH,SD/MI/Paket A,2021,Angka Partisipasi Kasar ( A P K )
11003035401030,94.2,ACEH,SMP/Mts/Paket B,2003,Angka Partisipasi Kasar ( A P K )
11003035401040,95.87,ACEH,SMP/Mts/Paket B,2004,Angka Partisipasi Kasar ( A P K )
11003035401060,96.5,ACEH,SMP/Mts/Paket B,2006,Angka Partisipasi Kasar ( A P K )
11003035401070,94.48,ACEH,SMP/Mts/Paket B,2007,Angka Partisipasi Kasar ( A P K )
11003035401080,92.16,ACEH,SMP/Mts/Paket B,2008,Angka Partisipasi Kasar ( A P K )
11003035401090,88.65,ACEH,SMP/Mts/Paket B,2009,Angka Partisipasi Kasar ( A P K )
11003035401100,87.99,ACEH,SMP/Mts/Paket B,2010,Angka Partisipasi Kasar ( A P K )
11003035401110,97.15,ACEH,SMP/Mts/Paket B,2011,Angka Partisipasi Kasar ( A P K )
11003035401120,96.47,ACEH,SMP/Mts/Paket B,2012,Angka Partisipasi Kasar ( A P K )
11003035401130,94.39,ACEH,SMP/Mts/Paket B,2013,Angka Partisipasi Kasar ( A P K )
11003035401140,95.87,ACEH,SMP/Mts/Paket B,2014,Angka Partisipasi Kasar ( A P K )
11003035401150,97.88,ACEH,SMP/Mts/Paket B,2015,Angka Partisipasi Kasar ( A P K )
11003035401160,99.15,ACEH,SMP/Mts/Paket B,2016,Angka Partisipasi Kasar ( A P K )
11003035401170,98.74,ACEH,SMP/Mts/Paket B,2017,Angka Partisipasi Kasar ( A P K )
11003035401180,99.3,ACEH,SMP/Mts/Paket B,2018,Angka Partisipasi Kasar ( A P K )
11003035401190,97.42,ACEH,SMP/Mts/Paket B,2019,Angka Partisipasi Kasar ( A P K )
11003035401200,97.79,ACEH,SMP/Mts/Paket B,2020,Angka Partisipasi Kasar ( A P K )
11003035401210,97.74,ACEH,SMP/Mts/Paket B,2021,Angka Partisipasi Kasar ( A P K )
11003035411030,74.4,ACEH,SM/SMK/MA/Paket C,2003,Angka Partisipasi Kasar ( A P K )
11003035411040,75.28,ACEH,SM/SMK/MA/Paket C,2004,Angka Partisipasi Kasar ( A P K )
11003035411060,73.7,ACEH,SM/SMK/MA/Paket C,2006,Angka Partisipasi Kasar ( A P K )
11003035411070,81.81,ACEH,SM/SMK/MA/Paket C,2007,Angka Partisipasi Kasar ( A P K )
11003035411080,78.19,ACEH,SM/SMK/MA/Paket C,2008,Angka Partisipasi Kasar ( A P K )
11003035411090,82.84,ACEH,SM/SMK/MA/Paket C,2009,Angka Partisipasi Kasar ( A P K )
11003035411100,80.96,ACEH,SM/SMK/MA/Paket C,2010,Angka Partisipasi Kasar ( A P K )
11003035411110,79.29,ACEH,SM/SMK/MA/Paket C,2011,Angka Partisipasi Kasar ( A P K )
11003035411120,77.62,ACEH,SM/SMK/MA/Paket C,2012,Angka Partisipasi Kasar ( A P K )
11003035411130,75.09,ACEH,SM/SMK/MA/Paket C,2013,Angka Partisipasi Kasar ( A P K )
11003035411140,81.53,ACEH,SM/SMK/MA/Paket C,2014,Angka Partisipasi Kasar ( A P K )
11003035411150,83.33,ACEH,SM/SMK/MA/Paket C,2015,Angka Partisipasi Kasar ( A P K )
11003035411160,87.47,ACEH,SM/SMK/MA/Paket C,2016,Angka Partisipasi Kasar ( A P K )
