id,values,breakdown,year,data_title
1144201150,30.21,Kuintil 1,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
1144201160,30.99,Kuintil 1,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
1144201170,29.75,Kuintil 1,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
1144201180,33.22,Kuintil 1,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
1144201190,33.09,Kuintil 1,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
1144201200,34.07,Kuintil 1,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
1144201210,33.51,Kuintil 1,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
2144201150,31.09,Kuintil 2,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
2144201160,31.6,Kuintil 2,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
2144201170,30.61,Kuintil 2,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
2144201180,35.27,Kuintil 2,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
2144201190,34.72,Kuintil 2,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
2144201200,35.85,Kuintil 2,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
2144201210,35.09,Kuintil 2,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
3144201150,34.34,Kuintil 3,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
3144201160,33.6,Kuintil 3,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
3144201170,32.9,Kuintil 3,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
3144201180,37.86,Kuintil 3,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
3144201190,37.02,Kuintil 3,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
3144201200,37.28,Kuintil 3,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
3144201210,34.26,Kuintil 3,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kelompok Pengeluaran
