id,values,breakdown,year,data_title
1142601150,93.17,Perkotaan,2015,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
1142601160,90.71,Perkotaan,2016,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
1142601170,91.26,Perkotaan,2017,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
1142601180,92.6,Perkotaan,2018,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
1142601190,92.13,Perkotaan,2019,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
1142601200,92.49,Perkotaan,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
1142601210,93.95,Perkotaan,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
2142601150,89.34,Perdesaan,2015,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
2142601160,89.55,Perdesaan,2016,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
2142601170,89.16,Perdesaan,2017,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
2142601180,90.31,Perdesaan,2018,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
2142601190,88.78,Perdesaan,2019,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
2142601200,91.55,Perdesaan,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
2142601210,91.38,Perdesaan,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
3142601200,92.06,Perkotaan + Perdesaan,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
3142601210,92.8,Perkotaan + Perdesaan,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Daerah Tempat Tinggal
