id,values,gender,year,data_title
9999143901150,35.18,INDONESIA,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
9999143901160,34.62,INDONESIA,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
9999143901170,33.84,INDONESIA,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
9999143901180,37.92,INDONESIA,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
9999143901190,36.93,INDONESIA,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
9999143901200,37.52,INDONESIA,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
9999143901210,35.59,INDONESIA,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1100143901150,28.43,ACEH,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1100143901160,29.99,ACEH,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1100143901170,27.31,ACEH,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1100143901180,31.76,ACEH,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1100143901190,31.76,ACEH,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1100143901200,29.21,ACEH,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1100143901210,32.7,ACEH,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1200143901150,21.55,SUMATERA UTARA,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1200143901160,20.76,SUMATERA UTARA,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1200143901170,21.46,SUMATERA UTARA,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1200143901180,24.34,SUMATERA UTARA,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1200143901190,23.32,SUMATERA UTARA,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1200143901200,24.51,SUMATERA UTARA,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1200143901210,22.53,SUMATERA UTARA,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1300143901150,26.88,SUMATERA BARAT,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1300143901160,26.58,SUMATERA BARAT,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1300143901170,26.38,SUMATERA BARAT,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1300143901180,30.22,SUMATERA BARAT,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1300143901190,30.39,SUMATERA BARAT,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1300143901200,29.87,SUMATERA BARAT,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1300143901210,27.53,SUMATERA BARAT,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1400143901150,26.28,RIAU,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1400143901160,24.77,RIAU,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1400143901170,22.17,RIAU,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1400143901180,29.31,RIAU,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1400143901190,25.71,RIAU,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1400143901200,25.61,RIAU,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
1400143901210,23.64,RIAU,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi
