id,values,provinsi,tahun,data_title
9999146601150,97.71,INDONESIA,2015,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
9999146601160,97.93,INDONESIA,2016,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
9999146601170,97.93,INDONESIA,2017,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
9999146601180,98.07,INDONESIA,2018,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
9999146601190,98.22,INDONESIA,2019,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
9999146601200,98.29,INDONESIA,2020,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
9999146601210,98.44,INDONESIA,2021,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
9999146601220,98.49,INDONESIA,2022,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1100146601150,99.44,ACEH,2015,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1100146601160,99.43,ACEH,2016,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1100146601170,99.4,ACEH,2017,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1100146601180,99.45,ACEH,2018,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1100146601190,99.59,ACEH,2019,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1100146601200,99.56,ACEH,2020,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1100146601210,99.64,ACEH,2021,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1100146601220,99.62,ACEH,2022,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1200146601150,99.55,SUMATERA UTARA,2015,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1200146601160,99.64,SUMATERA UTARA,2016,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1200146601170,99.44,SUMATERA UTARA,2017,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1200146601180,99.58,SUMATERA UTARA,2018,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1200146601190,99.66,SUMATERA UTARA,2019,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1200146601200,99.68,SUMATERA UTARA,2020,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1200146601210,99.73,SUMATERA UTARA,2021,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1200146601220,99.57,SUMATERA UTARA,2022,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1300146601150,99.67,SUMATERA BARAT,2015,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1300146601160,99.84,SUMATERA BARAT,2016,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1300146601170,99.65,SUMATERA BARAT,2017,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1300146601180,99.73,SUMATERA BARAT,2018,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1300146601190,99.79,SUMATERA BARAT,2019,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1300146601200,99.77,SUMATERA BARAT,2020,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1300146601210,99.8,SUMATERA BARAT,2021,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1300146601220,99.86,SUMATERA BARAT,2022,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1400146601150,99.64,RIAU,2015,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1400146601160,99.78,RIAU,2016,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1400146601170,99.88,RIAU,2017,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1400146601180,99.92,RIAU,2018,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1400146601190,99.92,RIAU,2019,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1400146601200,99.93,RIAU,2020,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1400146601210,99.93,RIAU,2021,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1400146601220,99.92,RIAU,2022,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1500146601150,99.4,JAMBI,2015,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1500146601160,99.53,JAMBI,2016,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1500146601170,99.62,JAMBI,2017,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
1500146601180,99.66,JAMBI,2018,Angka Melek Huruf Penduduk Umur 15-59 Tahun Menurut Provinsi
