id,values,gender,year,data_title
1144401150,5.08,Kuintil 1,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
1144401160,8.08,Kuintil 1,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
1144401170,9.96,Kuintil 1,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
1144401180,10.19,Kuintil 1,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
1144401190,11.44,Kuintil 1,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
1144401200,16.13,Kuintil 1,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
1144401210,15.96,Kuintil 1,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
2144401150,8.6,Kuintil 2,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
2144401160,13.69,Kuintil 2,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
2144401170,14.74,Kuintil 2,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
2144401180,14.86,Kuintil 2,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
2144401190,16.34,Kuintil 2,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
2144401200,19.31,Kuintil 2,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
2144401210,19.86,Kuintil 2,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
3144401150,14.99,Kuintil 3,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
3144401160,18.78,Kuintil 3,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
3144401170,19.8,Kuintil 3,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
3144401180,20.98,Kuintil 3,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
3144401190,21.88,Kuintil 3,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
3144401200,24.27,Kuintil 3,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
3144401210,24.98,Kuintil 3,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
4144401150,26.48,Kuintil 4,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
4144401160,30.47,Kuintil 4,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
4144401170,29.72,Kuintil 4,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
4144401180,31.38,Kuintil 4,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
4144401190,29.83,Kuintil 4,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
4144401200,30.23,Kuintil 4,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
4144401210,32.27,Kuintil 4,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
5144401150,59.61,Kuintil 5,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
5144401160,58.12,Kuintil 5,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
5144401170,60.78,Kuintil 5,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
5144401180,63.41,Kuintil 5,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
5144401190,62.14,Kuintil 5,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
5144401200,56.87,Kuintil 5,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
5144401210,55.67,Kuintil 5,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kelompok Pengeluaran
