id,values,breakdown,year,data_title
1144601110,18.08,Laki-laki,2011,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601120,18.09,Laki-laki,2012,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601130,22.47,Laki-laki,2013,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601140,25.24,Laki-laki,2014,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601150,23.07,Laki-laki,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601160,26.0,Laki-laki,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601170,28.17,Laki-laki,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601180,28.34,Laki-laki,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601190,28.93,Laki-laki,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601200,29.55,Laki-laki,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
1144601210,29.0,Laki-laki,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601110,18.02,Perempuan,2011,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601120,19.63,Perempuan,2012,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601130,23.66,Perempuan,2013,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601140,26.3,Perempuan,2014,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601150,27.53,Perempuan,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601160,30.05,Perempuan,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601170,31.75,Perempuan,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601180,32.09,Perempuan,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601190,31.67,Perempuan,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601200,32.21,Perempuan,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
2144601210,33.42,Perempuan,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601110,18.06,Laki-laki + Perempuan,2011,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601120,18.85,Laki-laki + Perempuan,2012,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601130,23.06,Laki-laki + Perempuan,2013,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601140,25.76,Laki-laki + Perempuan,2014,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601150,25.26,Laki-laki + Perempuan,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601160,27.98,Laki-laki + Perempuan,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601170,29.93,Laki-laki + Perempuan,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601180,30.19,Laki-laki + Perempuan,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601190,30.28,Laki-laki + Perempuan,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601200,30.85,Laki-laki + Perempuan,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
3144601210,31.19,Laki-laki + Perempuan,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin
