id,values,breakdown,year,data_title
1144001110,28.53,Perkotaan,2011,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001120,31.11,Perkotaan,2012,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001130,31.93,Perkotaan,2013,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001140,33.53,Perkotaan,2014,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001150,38.95,Perkotaan,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001160,36.96,Perkotaan,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001170,36.43,Perkotaan,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001180,39.46,Perkotaan,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001190,38.2,Perkotaan,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001200,38.54,Perkotaan,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
1144001210,35.81,Perkotaan,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001110,20.7,Perdesaan,2011,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001120,22.43,Perdesaan,2012,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001130,23.41,Perdesaan,2013,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001140,25.25,Perdesaan,2014,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001150,31.6,Perdesaan,2015,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001160,32.29,Perdesaan,2016,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001170,31.08,Perdesaan,2017,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001180,36.14,Perdesaan,2018,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001190,35.41,Perdesaan,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001200,36.29,Perdesaan,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
2144001210,35.32,Perdesaan,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
3144001190,36.93,Perkotaan + Perdesaan,2019,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
3144001200,37.52,Perkotaan + Perdesaan,2020,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
3144001210,35.59,Perkotaan + Perdesaan,2021,Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Daerah Tempat Tinggal
