id,values,gender,year,data_title
1142501140,109.97,Kuintil 1,2014,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
1142501150,111.88,Kuintil 1,2015,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
1142501160,111.2,Kuintil 1,2016,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
1142501170,109.98,Kuintil 1,2017,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
1142501180,110.27,Kuintil 1,2018,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
1142501190,108.82,Kuintil 1,2019,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
1142501200,107.08,Kuintil 1,2020,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
1142501210,107.19,Kuintil 1,2021,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
2142501140,109.46,Kuintil 2,2014,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
2142501150,112.02,Kuintil 2,2015,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
2142501160,109.78,Kuintil 2,2016,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
2142501170,109.71,Kuintil 2,2017,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
2142501180,108.83,Kuintil 2,2018,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
2142501190,108.4,Kuintil 2,2019,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
2142501200,106.64,Kuintil 2,2020,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
2142501210,106.33,Kuintil 2,2021,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
3142501140,108.23,Kuintil 3,2014,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
3142501150,110.7,Kuintil 3,2015,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
3142501160,109.42,Kuintil 3,2016,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
3142501170,107.76,Kuintil 3,2017,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
3142501180,108.38,Kuintil 3,2018,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
3142501190,107.28,Kuintil 3,2019,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
3142501200,106.46,Kuintil 3,2020,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
3142501210,106.56,Kuintil 3,2021,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
4142501140,109.01,Kuintil 4,2014,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
4142501150,109.02,Kuintil 4,2015,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
4142501160,108.08,Kuintil 4,2016,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
4142501170,107.68,Kuintil 4,2017,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
4142501180,107.58,Kuintil 4,2018,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
4142501190,106.3,Kuintil 4,2019,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
4142501200,105.88,Kuintil 4,2020,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
4142501210,105.37,Kuintil 4,2021,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
5142501140,107.01,Kuintil 5,2014,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
5142501150,107.59,Kuintil 5,2015,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
5142501160,107.05,Kuintil 5,2016,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
5142501170,106.58,Kuintil 5,2017,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
5142501180,107.19,Kuintil 5,2018,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
5142501190,105.55,Kuintil 5,2019,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
5142501200,104.94,Kuintil 5,2020,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
5142501210,104.88,Kuintil 5,2021,Angka Partisipasi Kasar (APK) SD/MI/Sederajat Menurut Kelompok Pengeluaran
