id,values,gender,year,data_title
1142801150,86.03,Kuintil 1,2015,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
1142801160,85.96,Kuintil 1,2016,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
1142801170,86.04,Kuintil 1,2017,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
1142801180,88.26,Kuintil 1,2018,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
1142801190,88.68,Kuintil 1,2019,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
1142801200,90.03,Kuintil 1,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
1142801210,90.18,Kuintil 1,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
2142801150,90.14,Kuintil 2,2015,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
2142801160,90.6,Kuintil 2,2016,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
2142801170,91.36,Kuintil 2,2017,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
2142801180,91.68,Kuintil 2,2018,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
2142801190,90.69,Kuintil 2,2019,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
2142801200,93.1,Kuintil 2,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
2142801210,93.16,Kuintil 2,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
3142801150,93.06,Kuintil 3,2015,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
3142801160,91.96,Kuintil 3,2016,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
3142801170,91.23,Kuintil 3,2017,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
3142801180,92.18,Kuintil 3,2018,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
3142801190,91.02,Kuintil 3,2019,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
3142801200,92.66,Kuintil 3,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
3142801210,93.41,Kuintil 3,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
4142801150,93.72,Kuintil 4,2015,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
4142801160,91.28,Kuintil 4,2016,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
4142801170,92.4,Kuintil 4,2017,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
4142801180,93.5,Kuintil 4,2018,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
4142801190,91.43,Kuintil 4,2019,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
4142801200,92.64,Kuintil 4,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
4142801210,93.05,Kuintil 4,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
5142801150,94.5,Kuintil 5,2015,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
5142801160,91.5,Kuintil 5,2016,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
5142801170,90.57,Kuintil 5,2017,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
5142801180,92.67,Kuintil 5,2018,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
5142801190,91.52,Kuintil 5,2019,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
5142801200,91.99,Kuintil 5,2020,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
5142801210,94.93,Kuintil 5,2021,Angka Partisipasi Kasar (APK) SMP/MTS/Sederajat Menurut Kelompok Pengeluaran
