id,values,breakdown,year,data_title
9999144301150,25.26,INDONESIA,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9999144301160,27.98,INDONESIA,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9999144301170,29.93,INDONESIA,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9999144301180,30.19,INDONESIA,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9999144301190,30.28,INDONESIA,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9999144301200,30.85,INDONESIA,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
9999144301210,31.19,INDONESIA,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1100144301150,41.67,ACEH,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1100144301160,42.06,ACEH,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1100144301170,45.73,ACEH,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1100144301180,43.86,ACEH,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1100144301190,44.51,ACEH,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1100144301200,44.58,ACEH,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1100144301210,44.65,ACEH,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1200144301150,25.89,SUMATERA UTARA,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1200144301160,28.93,SUMATERA UTARA,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1200144301170,30.71,SUMATERA UTARA,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1200144301180,31.11,SUMATERA UTARA,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1200144301190,30.82,SUMATERA UTARA,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1200144301200,31.14,SUMATERA UTARA,2020,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1200144301210,31.1,SUMATERA UTARA,2021,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1300144301150,38.51,SUMATERA BARAT,2015,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1300144301160,40.54,SUMATERA BARAT,2016,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1300144301170,43.53,SUMATERA BARAT,2017,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1300144301180,44.19,SUMATERA BARAT,2018,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
1300144301190,42.18,SUMATERA BARAT,2019,Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi
