id,values,breakdown,year,data_title
1145201150,25.23,Kuintil 1,2015,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
1145201160,30.84,Kuintil 1,2016,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
1145201170,42.46,Kuintil 1,2017,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
1145201180,54.73,Kuintil 1,2018,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
2145201150,35.89,Kuintil 2,2015,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
2145201160,44.65,Kuintil 2,2016,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
2145201170,58.08,Kuintil 2,2017,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
2145201180,68.62,Kuintil 2,2018,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
3145201150,47.14,Kuintil 3,2015,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
3145201160,55.17,Kuintil 3,2016,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
3145201170,67.12,Kuintil 3,2017,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
3145201180,77.81,Kuintil 3,2018,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
4145201150,62.85,Kuintil 4,2015,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
4145201160,69.09,Kuintil 4,2016,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
4145201170,77.89,Kuintil 4,2017,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
4145201180,85.92,Kuintil 4,2018,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
5145201150,81.97,Kuintil 5,2015,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
5145201160,85.98,Kuintil 5,2016,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
5145201170,91.57,Kuintil 5,2017,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
5145201180,94.53,Kuintil 5,2018,Proporsi Remaja Dan Dewasa Usia 15-24 Tahun Dengan Keterampilan Teknologi Informasi Dan Komputer (TIK) Menurut Kelompok Pengeluaran
